label_set,model,fold,checkpoint,checkpoint_path,checkpoint_sha256,class_id,class_name,images,instances,precision,recall,fdr,f1,map50,map50_95
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,0,HM,29,29,0.96400000,0.92600000,0.03600000,0.94461800,0.92000000,0.83800000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,1,LQS,5,9,0.81100000,0.48200000,0.18900000,0.60464300,0.63300000,0.55600000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,2,QHS,40,135,0.73500000,0.82200000,0.26500000,0.77606900,0.85800000,0.72400000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,3,MS,240,463,0.88300000,0.88300000,0.11700000,0.88300000,0.92700000,0.73200000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,4,A1_SU-35,55,271,0.98500000,0.98300000,0.01500000,0.98399900,0.99400000,0.90900000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,5,A2_C-130,61,360,1.00000000,0.97300000,0.00000000,0.98631500,0.99300000,0.93000000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,6,A3_C-17,51,242,0.99700000,0.99600000,0.00300000,0.99650000,0.99500000,0.91000000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,7,A4_C-5,23,137,0.98900000,0.95600000,0.01100000,0.97222000,0.97300000,0.91800000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,8,A5_F-16,48,184,0.99700000,0.96700000,0.00300000,0.98177100,0.99200000,0.89300000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,9,A6_TU-160,19,89,0.97700000,0.96500000,0.02300000,0.97096300,0.98400000,0.90600000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,10,A7_E-3,31,99,0.96900000,1.00000000,0.03100000,0.98425600,0.99500000,0.94100000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,11,A8_B-52,33,153,0.98400000,0.98000000,0.01600000,0.98199600,0.99500000,0.95200000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,12,A9_P-3C,36,207,0.99300000,0.98600000,0.00700000,0.98948800,0.99500000,0.93900000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,13,A10_B-1B,31,136,0.99300000,1.00000000,0.00700000,0.99648800,0.99500000,0.93100000
final_dataset_20260828_u84126,yolo26n,fold2,best.pt,final_dataset_20260828_u84126/yolo26n/fold2/weights/best.pt,7e4e7d0ca52139775e23c0e4b6a64f0328295af23249b84327d63dc252a30daf,14,A11_E-8,29,107,0.97200000,0.97900000,0.02800000,0.97548700,0.99400000,0.94700000
