label_set,model,fold,checkpoint,checkpoint_path,checkpoint_sha256,class_id,class_name,images,instances,precision,recall,fdr,f1,map50,map50_95
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,0,HM,3,4,0.74759917,0.74279751,0.25240083,0.74519061,0.69431818,0.59400000
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,1,LQS,5,7,0.55332468,0.18856401,0.44667532,0.28127432,0.26825684,0.17834086
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,2,QHS,41,118,0.74469953,0.69217537,0.25530047,0.71747745,0.76204159,0.47985529
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,3,MS,238,405,0.74985870,0.87341675,0.25014130,0.80693532,0.88831130,0.56255047
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,4,A1_SU-35,56,272,0.90642479,0.96153972,0.09357521,0.93316916,0.98227629,0.82097574
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,5,A2_C-130,58,199,0.99163898,0.96984925,0.00836102,0.98062308,0.99072302,0.79624416
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,6,A3_C-17,51,194,0.96738776,0.99484536,0.03261224,0.98092445,0.99343733,0.84649240
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,7,A4_C-5,24,91,0.95640415,0.98901099,0.04359585,0.97243431,0.99281009,0.88089623
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,8,A5_F-16,48,201,0.99467412,0.92917145,0.00532588,0.96080767,0.97934282,0.74224490
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,9,A6_TU-160,18,64,0.97612277,1.00000000,0.02387723,0.98791713,0.99500000,0.83375022
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,10,A7_E-3,31,88,0.94055661,1.00000000,0.05944339,0.96936787,0.99097949,0.83863296
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,11,A8_B-52,33,114,0.97370927,0.97464476,0.02629073,0.97417679,0.99395781,0.85425691
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,12,A9_P-3C,38,127,0.93646462,0.99212598,0.06353538,0.96349208,0.97916216,0.78263716
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,13,A10_B-1B,31,141,0.97371580,1.00000000,0.02628420,0.98668288,0.99500000,0.80621644
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,14,A11_E-8,31,84,0.90846164,0.95238095,0.09153836,0.92990301,0.96817154,0.77576151
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,15,A12_TU-22,37,129,0.98245574,1.00000000,0.01754426,0.99115024,0.99500000,0.78665435
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,16,A13_F-15,43,239,0.93043186,0.99163180,0.06956814,0.96005750,0.98857370,0.77239492
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,17,A14_KC-135,72,273,0.95908638,0.98534799,0.04091362,0.97203984,0.99289232,0.83731890
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,18,A15_F-22,23,89,0.90593867,1.00000000,0.09406133,0.95064829,0.99201962,0.73347832
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,19,A16_FA-18,49,394,0.97038972,0.99746193,0.02961028,0.98373961,0.99445694,0.81435538
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,20,A17_TU-95,60,215,0.99403990,0.99534884,0.00596010,0.99469394,0.99500000,0.87637963
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,21,A18_KC-10,17,40,0.97832475,0.95000000,0.02167525,0.96395435,0.98668525,0.85451100
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,22,A19_SU-34,57,172,0.92420632,0.92162620,0.07579368,0.92291445,0.97066083,0.82370608
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,23,A20_SU-24,40,136,0.94768634,0.98529412,0.05231366,0.96612438,0.99032192,0.85118503
original_labels,yolo26n,fold0,recall_best.pt,original_labels/yolo26n/fold0/weights/recall_best.pt,53ddf4b0af5ebb48367afb6704e491915b2a449fc3e78f2039ede9bf8f5fe99a,24,FSC,14,71,0.49905660,0.49295775,0.50094340,0.49598843,0.51195123,0.26321312
