epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
51,2727.21,0.72293,0.36852,0.00394,0.95009,0.93462,0.95285,0.85971,0.48992,0.2632,0.00323,0.0112875,0.0037625,0.0112875,0.0037625,0.0112875,0.0037625,0.0112875,0.0037625
52,2780.51,0.72352,0.37049,0.00398,0.94856,0.91125,0.94601,0.85743,0.48844,0.25684,0.0032,0.011152,0.00371734,0.011152,0.00371734,0.011152,0.00371734,0.011152,0.00371734
53,2833.82,0.71117,0.36149,0.00397,0.94733,0.92212,0.94239,0.85328,0.48883,0.2624,0.00321,0.011015,0.00367166,0.011015,0.00367166,0.011015,0.00367166,0.011015,0.00367166
54,2887.39,0.72418,0.37113,0.00393,0.94507,0.91278,0.9429,0.85466,0.48903,0.25832,0.0032,0.0108764,0.00362547,0.0108764,0.00362547,0.0108764,0.00362547,0.0108764,0.00362547
55,2940.75,0.70588,0.3593,0.00397,0.94629,0.91321,0.93027,0.84597,0.47946,0.26172,0.00315,0.0107364,0.0035788,0.0107364,0.0035788,0.0107364,0.0035788,0.0107364,0.0035788
56,2993.88,0.70971,0.35698,0.00393,0.95414,0.92195,0.94941,0.85921,0.48757,0.25905,0.0032,0.010595,0.00353167,0.010595,0.00353167,0.010595,0.00353167,0.010595,0.00353167
57,3046.69,0.69361,0.35524,0.00383,0.94816,0.93263,0.95163,0.86019,0.4892,0.25056,0.00322,0.0104523,0.0034841,0.0104523,0.0034841,0.0104523,0.0034841,0.0104523,0.0034841
58,3100.34,0.69521,0.35103,0.00382,0.95572,0.90799,0.94378,0.85575,0.48461,0.25482,0.00318,0.0103083,0.00343611,0.0103083,0.00343611,0.0103083,0.00343611,0.0103083,0.00343611
59,3153.63,0.69197,0.34324,0.00382,0.94662,0.91429,0.93901,0.85152,0.48624,0.26186,0.00318,0.0101631,0.00338772,0.0101631,0.00338772,0.0101631,0.00338772,0.0101631,0.00338772
60,3207.39,0.68774,0.34276,0.00379,0.95073,0.91592,0.95141,0.86241,0.48516,0.25916,0.00316,0.0100168,0.00333894,0.0100168,0.00333894,0.0100168,0.00333894,0.0100168,0.00333894
61,3260.85,0.69078,0.34125,0.00379,0.96148,0.91639,0.95964,0.87,0.48211,0.25292,0.00316,0.00986945,0.00328982,0.00986945,0.00328982,0.00986945,0.00328982,0.00986945,0.00328982
62,3314.36,0.69272,0.34694,0.00379,0.95788,0.91667,0.95464,0.86611,0.48522,0.25856,0.00318,0.00972106,0.00324035,0.00972106,0.00324035,0.00972106,0.00324035,0.00972106,0.00324035
63,3366.99,0.68448,0.33939,0.00374,0.936,0.95051,0.95497,0.86527,0.48333,0.26494,0.00315,0.00957173,0.00319058,0.00957173,0.00319058,0.00957173,0.00319058,0.00957173,0.00319058
64,3420.28,0.67017,0.33087,0.00366,0.96409,0.92966,0.95183,0.86559,0.47717,0.2567,0.00309,0.00942152,0.00314051,0.00942152,0.00314051,0.00942152,0.00314051,0.00942152,0.00314051
65,3473.7,0.6845,0.34135,0.00374,0.93875,0.94268,0.95352,0.8613,0.48326,0.26689,0.00315,0.00927051,0.00309017,0.00927051,0.00309017,0.00927051,0.00309017,0.00927051,0.00309017
66,3527.45,0.68081,0.33814,0.00377,0.95884,0.93327,0.96084,0.87408,0.47605,0.25475,0.00312,0.00911874,0.00303958,0.00911874,0.00303958,0.00911874,0.00303958,0.00911874,0.00303958
67,3581.21,0.67123,0.33206,0.00368,0.94911,0.93699,0.96064,0.87105,0.47742,0.25984,0.00311,0.00896631,0.00298877,0.00896631,0.00298877,0.00896631,0.00298877,0.00896631,0.00298877
68,3634.44,0.66019,0.3203,0.00363,0.95404,0.92648,0.956,0.86867,0.47631,0.24981,0.00313,0.00881326,0.00293775,0.00881326,0.00293775,0.00881326,0.00293775,0.00881326,0.00293775
69,3687.83,0.66509,0.32762,0.00369,0.95047,0.93244,0.95836,0.8691,0.48061,0.25291,0.00314,0.00865967,0.00288656,0.00865967,0.00288656,0.00865967,0.00288656,0.00865967,0.00288656
70,3741.87,0.66559,0.32579,0.00365,0.94291,0.93657,0.95692,0.87082,0.47499,0.25339,0.00311,0.0085056,0.0028352,0.0085056,0.0028352,0.0085056,0.0028352,0.0085056,0.0028352
71,3795.28,0.66068,0.32479,0.00364,0.95943,0.93601,0.95698,0.86973,0.47883,0.25189,0.00315,0.00835112,0.00278371,0.00835112,0.00278371,0.00835112,0.00278371,0.00835112,0.00278371
72,3848.95,0.66269,0.3272,0.00355,0.96977,0.92831,0.95788,0.87144,0.4756,0.25246,0.00309,0.00819631,0.0027321,0.00819631,0.0027321,0.00819631,0.0027321,0.00819631,0.0027321
73,3901.96,0.65512,0.31779,0.00356,0.9635,0.93044,0.95565,0.86941,0.47632,0.25748,0.00309,0.00804122,0.00268041,0.00804122,0.00268041,0.00804122,0.00268041,0.00804122,0.00268041
74,3955.14,0.65397,0.32147,0.00358,0.9299,0.9434,0.95551,0.87027,0.47639,0.25295,0.00309,0.00788593,0.00262864,0.00788593,0.00262864,0.00788593,0.00262864,0.00788593,0.00262864
75,4008.1,0.64567,0.31027,0.00356,0.91946,0.94345,0.9578,0.87273,0.4746,0.25047,0.00308,0.0077305,0.00257683,0.0077305,0.00257683,0.0077305,0.00257683,0.0077305,0.00257683
76,4061.21,0.64702,0.31199,0.00351,0.94942,0.91498,0.95566,0.87044,0.4752,0.2559,0.00308,0.007575,0.002525,0.007575,0.002525,0.007575,0.002525,0.007575,0.002525
77,4114.66,0.6374,0.30195,0.00349,0.95689,0.92338,0.95652,0.87191,0.47426,0.25597,0.00307,0.0074195,0.00247317,0.0074195,0.00247317,0.0074195,0.00247317,0.0074195,0.00247317
78,4167.22,0.64425,0.30556,0.00348,0.9547,0.912,0.95373,0.86933,0.47289,0.25242,0.00308,0.00726407,0.00242136,0.00726407,0.00242136,0.00726407,0.00242136,0.00726407,0.00242136
79,4220.49,0.63918,0.30197,0.00351,0.96305,0.9178,0.9531,0.87006,0.47224,0.25764,0.00306,0.00710878,0.00236959,0.00710878,0.00236959,0.00710878,0.00236959,0.00710878,0.00236959
80,4273.75,0.62799,0.29552,0.00343,0.94894,0.91729,0.94879,0.86516,0.47171,0.25805,0.00306,0.00695369,0.0023179,0.00695369,0.0023179,0.00695369,0.0023179,0.00695369,0.0023179
81,4327.38,0.62827,0.29735,0.00345,0.95828,0.91423,0.95015,0.86557,0.4744,0.25798,0.00308,0.00679888,0.00226629,0.00679888,0.00226629,0.00679888,0.00226629,0.00679888,0.00226629
82,4380.7,0.62378,0.29209,0.0034,0.95306,0.91826,0.94768,0.86469,0.47149,0.25947,0.00306,0.0066444,0.0022148,0.0066444,0.0022148,0.0066444,0.0022148,0.0066444,0.0022148
83,4433.99,0.6191,0.29228,0.00343,0.94603,0.92029,0.94676,0.86481,0.47237,0.26135,0.00307,0.00649033,0.00216344,0.00649033,0.00216344,0.00649033,0.00216344,0.00649033,0.00216344
84,4487.31,0.62139,0.29454,0.00341,0.95635,0.9137,0.9489,0.86669,0.47351,0.2557,0.00307,0.00633674,0.00211225,0.00633674,0.00211225,0.00633674,0.00211225,0.00633674,0.00211225
85,4540.5,0.61554,0.28785,0.0034,0.95506,0.92782,0.94915,0.8668,0.47625,0.25511,0.00308,0.00618369,0.00206123,0.00618369,0.00206123,0.00618369,0.00206123,0.00618369,0.00206123
86,4594.1,0.62044,0.29132,0.00338,0.92776,0.93526,0.9513,0.86883,0.47381,0.25462,0.00307,0.00603126,0.00201042,0.00603126,0.00201042,0.00603126,0.00201042,0.00603126,0.00201042
87,4647.37,0.60682,0.28525,0.00334,0.9498,0.93221,0.95495,0.87301,0.47274,0.25458,0.00305,0.00587949,0.00195983,0.00587949,0.00195983,0.00587949,0.00195983,0.00587949,0.00195983
88,4700.94,0.61038,0.28435,0.0033,0.94821,0.91657,0.95072,0.86899,0.47165,0.25524,0.00304,0.00572848,0.00190949,0.00572848,0.00190949,0.00572848,0.00190949,0.00572848,0.00190949
89,4754.1,0.60652,0.27922,0.00324,0.92897,0.9388,0.95319,0.87133,0.47057,0.25567,0.00304,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942
90,4807.27,0.59578,0.27685,0.00326,0.91888,0.94394,0.95393,0.87154,0.47046,0.25362,0.00304,0.00542894,0.00180965,0.00542894,0.00180965,0.00542894,0.00180965,0.00542894,0.00180965
91,4861.09,0.60757,0.28371,0.00325,0.93659,0.9367,0.95448,0.87143,0.47056,0.25263,0.00305,0.00528055,0.00176018,0.00528055,0.00176018,0.00528055,0.00176018,0.00528055,0.00176018
92,4914.67,0.59933,0.28278,0.00321,0.93509,0.93574,0.95283,0.87039,0.47195,0.25348,0.00306,0.00513317,0.00171106,0.00513317,0.00171106,0.00513317,0.00171106,0.00513317,0.00171106
93,4967.4,0.58863,0.27393,0.00326,0.91724,0.94685,0.95223,0.86966,0.47165,0.25353,0.00306,0.00498685,0.00166228,0.00498685,0.00166228,0.00498685,0.00166228,0.00498685,0.00166228
94,5020.82,0.59249,0.27079,0.00316,0.93904,0.91659,0.95144,0.86843,0.47201,0.25532,0.00306,0.00484168,0.00161389,0.00484168,0.00161389,0.00484168,0.00161389,0.00484168,0.00161389
95,5073.81,0.59025,0.26892,0.0032,0.94691,0.91325,0.95081,0.86822,0.4718,0.25524,0.00305,0.0046977,0.0015659,0.0046977,0.0015659,0.0046977,0.0015659,0.0046977,0.0015659
96,5127.26,0.58725,0.26879,0.00319,0.95274,0.91212,0.94786,0.86517,0.47141,0.2544,0.00306,0.00455498,0.00151833,0.00455498,0.00151833,0.00455498,0.00151833,0.00455498,0.00151833
97,5181.19,0.58424,0.26507,0.00322,0.95445,0.91361,0.94963,0.86628,0.47231,0.25281,0.00307,0.00441359,0.0014712,0.00441359,0.0014712,0.00441359,0.0014712,0.00441359,0.0014712
98,5234.57,0.57916,0.2641,0.00312,0.95334,0.91403,0.94859,0.86705,0.47152,0.25289,0.00307,0.00427358,0.00142453,0.00427358,0.00142453,0.00427358,0.00142453,0.00427358,0.00142453
99,5287.84,0.58149,0.26689,0.00311,0.95516,0.91212,0.9485,0.86704,0.47085,0.25468,0.00306,0.00413503,0.00137834,0.00413503,0.00137834,0.00413503,0.00137834,0.00413503,0.00137834
100,5341.13,0.57589,0.26276,0.00309,0.91894,0.94497,0.94988,0.8684,0.47123,0.25645,0.00306,0.00399798,0.00133266,0.00399798,0.00133266,0.00399798,0.00133266,0.00399798,0.00133266
101,5394.3,0.5739,0.25984,0.00308,0.92093,0.94874,0.95083,0.86953,0.4713,0.25386,0.00306,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875
102,5447.24,0.56954,0.2619,0.00306,0.95758,0.91151,0.9491,0.86892,0.47143,0.25518,0.00306,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288
103,5500.23,0.57054,0.25995,0.00313,0.95741,0.91122,0.94996,0.86908,0.47125,0.25652,0.00306,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883
104,5553.99,0.56985,0.25787,0.00305,0.95104,0.91601,0.95062,0.86934,0.47169,0.25669,0.00307,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536
105,5607.23,0.56533,0.25538,0.00304,0.95698,0.91378,0.94821,0.86763,0.4708,0.25798,0.00306,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248
106,5661.25,0.56088,0.25186,0.003,0.95352,0.91364,0.94578,0.86676,0.4716,0.25897,0.00306,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023
107,5714.89,0.57402,0.25752,0.00304,0.95375,0.91377,0.94522,0.86607,0.47148,0.25682,0.00307,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862
108,5768.38,0.55362,0.25024,0.00301,0.95138,0.91442,0.94485,0.86587,0.47188,0.25801,0.00306,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659
109,5821.51,0.55717,0.25071,0.003,0.95405,0.91498,0.94549,0.86665,0.47155,0.25757,0.00306,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376
110,5875.19,0.55633,0.25083,0.00297,0.94926,0.91592,0.94623,0.86684,0.4721,0.25682,0.00307,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784
111,5928.38,0.54863,0.24621,0.00297,0.95221,0.91247,0.94503,0.86574,0.47099,0.25895,0.00306,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902
112,5982.16,0.55405,0.24873,0.00297,0.94842,0.91578,0.94511,0.86553,0.47127,0.259,0.00305,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746
113,6035.83,0.561,0.25065,0.00301,0.94985,0.9156,0.94535,0.86558,0.4712,0.25953,0.00306,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333
114,6089.29,0.54815,0.24745,0.00292,0.95089,0.91549,0.94557,0.86614,0.4714,0.25796,0.00305,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668
115,6142.58,0.54303,0.24182,0.00295,0.95204,0.91508,0.94529,0.866,0.47163,0.25802,0.00306,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803
116,6195.7,0.54235,0.24169,0.0029,0.95306,0.91484,0.94592,0.86634,0.47191,0.25842,0.00306,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717
