epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
20,1120.23,0.85858,0.5119,0.00486,0.91552,0.90276,0.92959,0.82552,0.56616,0.36303,0.00386,0.0144198,0.00480661,0.0144198,0.00480661,0.0144198,0.00480661,0.0144198,0.00480661
21,1175.55,0.85809,0.51218,0.00479,0.91453,0.89425,0.93673,0.81796,0.58778,0.37646,0.00398,0.0143581,0.00478603,0.0143581,0.00478603,0.0143581,0.00478603,0.0143581,0.00478603
22,1230.58,0.83921,0.49834,0.00475,0.94169,0.89281,0.93739,0.83022,0.5582,0.34362,0.0038,0.0142933,0.00476445,0.0142933,0.00476445,0.0142933,0.00476445,0.0142933,0.00476445
23,1285.98,0.84317,0.49158,0.00473,0.92771,0.89814,0.9424,0.83557,0.56296,0.36972,0.00385,0.0142257,0.00474189,0.0142257,0.00474189,0.0142257,0.00474189,0.0142257,0.00474189
24,1341.37,0.83256,0.48857,0.00465,0.93154,0.91359,0.94866,0.8391,0.55889,0.35293,0.0038,0.0141551,0.00471835,0.0141551,0.00471835,0.0141551,0.00471835,0.0141551,0.00471835
25,1396.84,0.82844,0.48694,0.00471,0.93982,0.91076,0.93858,0.83379,0.55866,0.3443,0.00378,0.0140816,0.00469386,0.0140816,0.00469386,0.0140816,0.00469386,0.0140816,0.00469386
26,1451.94,0.81949,0.4785,0.00455,0.92892,0.91924,0.94783,0.84374,0.55289,0.3321,0.00374,0.0140052,0.00466841,0.0140052,0.00466841,0.0140052,0.00466841,0.0140052,0.00466841
27,1506.89,0.80693,0.4558,0.00452,0.94294,0.92015,0.94903,0.8431,0.55811,0.35416,0.00382,0.0139261,0.00464203,0.0139261,0.00464203,0.0139261,0.00464203,0.0139261,0.00464203
28,1562.32,0.80915,0.46302,0.00458,0.95233,0.91683,0.95077,0.84036,0.56766,0.33888,0.00383,0.0138441,0.00461471,0.0138441,0.00461471,0.0138441,0.00461471,0.0138441,0.00461471
29,1618.28,0.80498,0.45932,0.00447,0.91561,0.92118,0.93962,0.83655,0.55214,0.33209,0.00376,0.0137594,0.00458648,0.0137594,0.00458648,0.0137594,0.00458648,0.0137594,0.00458648
30,1673.73,0.79374,0.44665,0.00444,0.93055,0.92792,0.94697,0.83975,0.55944,0.34016,0.00382,0.013672,0.00455734,0.013672,0.00455734,0.013672,0.00455734,0.013672,0.00455734
31,1729.05,0.78881,0.44141,0.0044,0.93402,0.91407,0.93803,0.83334,0.56039,0.33561,0.00381,0.013582,0.00452732,0.013582,0.00452732,0.013582,0.00452732,0.013582,0.00452732
32,1784.38,0.78746,0.43411,0.00436,0.94729,0.92029,0.94886,0.85051,0.53471,0.31958,0.00364,0.0134892,0.00449641,0.0134892,0.00449641,0.0134892,0.00449641,0.0134892,0.00449641
33,1839.62,0.78491,0.43739,0.00441,0.94475,0.92454,0.9489,0.85531,0.52997,0.31295,0.00361,0.0133939,0.00446464,0.0133939,0.00446464,0.0133939,0.00446464,0.0133939,0.00446464
34,1895.35,0.78003,0.42814,0.00436,0.96226,0.92616,0.95644,0.85864,0.53267,0.31856,0.00368,0.0132961,0.00443202,0.0132961,0.00443202,0.0132961,0.00443202,0.0132961,0.00443202
35,1950.43,0.77727,0.43158,0.00436,0.96399,0.91414,0.95428,0.85258,0.55639,0.32179,0.00378,0.0131957,0.00439856,0.0131957,0.00439856,0.0131957,0.00439856,0.0131957,0.00439856
36,2005.43,0.76708,0.42047,0.00427,0.95473,0.92765,0.95249,0.85615,0.52776,0.31839,0.0036,0.0130929,0.00436428,0.0130929,0.00436428,0.0130929,0.00436428,0.0130929,0.00436428
37,2060.87,0.76809,0.41919,0.00432,0.94767,0.92545,0.9565,0.85921,0.52323,0.3078,0.00359,0.0129876,0.0043292,0.0129876,0.0043292,0.0129876,0.0043292,0.0129876,0.0043292
38,2114.03,0.76799,0.42063,0.00425,0.95353,0.90875,0.94547,0.85156,0.52203,0.30176,0.00352,0.01288,0.00429332,0.01288,0.00429332,0.01288,0.00429332,0.01288,0.00429332
39,2169.29,0.75722,0.40936,0.00423,0.94237,0.91785,0.94984,0.85593,0.51377,0.31778,0.00351,0.01277,0.00425667,0.01277,0.00425667,0.01277,0.00425667,0.01277,0.00425667
40,2224.35,0.74967,0.40351,0.00421,0.95897,0.92579,0.95787,0.86591,0.51637,0.30622,0.0035,0.0126578,0.00421925,0.0126578,0.00421925,0.0126578,0.00421925,0.0126578,0.00421925
41,2280.12,0.7452,0.40026,0.00422,0.95116,0.9386,0.95683,0.86763,0.51409,0.30826,0.00347,0.0125433,0.0041811,0.0125433,0.0041811,0.0125433,0.0041811,0.0125433,0.0041811
42,2335.68,0.74484,0.38957,0.00416,0.97017,0.91888,0.95222,0.86508,0.51456,0.3087,0.00347,0.0124266,0.00414222,0.0124266,0.00414222,0.0124266,0.00414222,0.0124266,0.00414222
43,2390.89,0.74834,0.39064,0.00413,0.97007,0.90862,0.95129,0.86302,0.51077,0.30613,0.00346,0.0123079,0.00410262,0.0123079,0.00410262,0.0123079,0.00410262,0.0123079,0.00410262
44,2446.06,0.73889,0.38449,0.00413,0.95371,0.93383,0.95816,0.86388,0.50988,0.30764,0.00347,0.012187,0.00406234,0.012187,0.00406234,0.012187,0.00406234,0.012187,0.00406234
45,2501.08,0.73569,0.3866,0.00412,0.95912,0.91311,0.94764,0.85698,0.5107,0.30796,0.00346,0.0120641,0.00402138,0.0120641,0.00402138,0.0120641,0.00402138,0.0120641,0.00402138
46,2556.1,0.72649,0.38516,0.00408,0.95493,0.92584,0.95266,0.86557,0.50794,0.29672,0.00342,0.0119393,0.00397977,0.0119393,0.00397977,0.0119393,0.00397977,0.0119393,0.00397977
47,2610.99,0.73216,0.38401,0.00404,0.94705,0.91792,0.95044,0.86706,0.50797,0.29919,0.0034,0.0118125,0.00393752,0.0118125,0.00393752,0.0118125,0.00393752,0.0118125,0.00393752
48,2665.48,0.72299,0.37174,0.00402,0.96973,0.92163,0.95345,0.87101,0.49626,0.29023,0.00335,0.0116839,0.00389464,0.0116839,0.00389464,0.0116839,0.00389464,0.0116839,0.00389464
49,2721,0.73899,0.38517,0.00403,0.95543,0.93467,0.95954,0.87237,0.51051,0.29784,0.00343,0.0115535,0.00385117,0.0115535,0.00385117,0.0115535,0.00385117,0.0115535,0.00385117
50,2776.38,0.71418,0.36732,0.00399,0.96532,0.92324,0.95233,0.86935,0.49679,0.28587,0.00337,0.0114214,0.00380712,0.0114214,0.00380712,0.0114214,0.00380712,0.0114214,0.00380712
51,2831.53,0.71687,0.36558,0.00399,0.97018,0.92918,0.96029,0.87268,0.50795,0.29172,0.00343,0.0112875,0.0037625,0.0112875,0.0037625,0.0112875,0.0037625,0.0112875,0.0037625
52,2887.37,0.72527,0.36619,0.00391,0.9666,0.92675,0.9566,0.86811,0.51194,0.2962,0.00346,0.011152,0.00371734,0.011152,0.00371734,0.011152,0.00371734,0.011152,0.00371734
53,2942.85,0.71076,0.36309,0.00397,0.96332,0.92388,0.95641,0.8748,0.51035,0.29646,0.00345,0.011015,0.00367166,0.011015,0.00367166,0.011015,0.00367166,0.011015,0.00367166
54,2998.07,0.70934,0.36325,0.00395,0.9574,0.94432,0.95705,0.87384,0.50234,0.28926,0.0034,0.0108764,0.00362547,0.0108764,0.00362547,0.0108764,0.00362547,0.0108764,0.00362547
55,3052.97,0.70584,0.36381,0.00394,0.9335,0.9387,0.95256,0.86727,0.50739,0.29379,0.00344,0.0107364,0.0035788,0.0107364,0.0035788,0.0107364,0.0035788,0.0107364,0.0035788
56,3108.41,0.70725,0.3567,0.0039,0.93772,0.93553,0.95393,0.86836,0.50502,0.29556,0.00341,0.010595,0.00353167,0.010595,0.00353167,0.010595,0.00353167,0.010595,0.00353167
57,3163.82,0.69651,0.34531,0.00384,0.9446,0.92636,0.9494,0.86299,0.50303,0.29199,0.00338,0.0104523,0.0034841,0.0104523,0.0034841,0.0104523,0.0034841,0.0104523,0.0034841
58,3219.48,0.69412,0.35039,0.00382,0.9458,0.91771,0.94902,0.86711,0.49999,0.29513,0.00336,0.0103083,0.00343611,0.0103083,0.00343611,0.0103083,0.00343611,0.0103083,0.00343611
59,3275.98,0.69181,0.34507,0.00386,0.94708,0.92316,0.95266,0.86866,0.49754,0.29178,0.00335,0.0101631,0.00338772,0.0101631,0.00338772,0.0101631,0.00338772,0.0101631,0.00338772
60,3331.64,0.68563,0.34717,0.00383,0.95485,0.91773,0.94954,0.86798,0.49552,0.30051,0.00334,0.0100168,0.00333894,0.0100168,0.00333894,0.0100168,0.00333894,0.0100168,0.00333894
61,3387.07,0.69045,0.34156,0.00377,0.95811,0.92188,0.95525,0.87525,0.49682,0.28838,0.00333,0.00986945,0.00328982,0.00986945,0.00328982,0.00986945,0.00328982,0.00986945,0.00328982
62,3441.88,0.68717,0.34064,0.00374,0.94799,0.93474,0.95232,0.86899,0.49613,0.29382,0.00333,0.00972106,0.00324035,0.00972106,0.00324035,0.00972106,0.00324035,0.00972106,0.00324035
63,3497.53,0.6876,0.34145,0.00376,0.94797,0.92655,0.94926,0.86759,0.49909,0.29382,0.00334,0.00957173,0.00319058,0.00957173,0.00319058,0.00957173,0.00319058,0.00957173,0.00319058
64,3553.43,0.68117,0.33925,0.00368,0.94012,0.94351,0.95592,0.87427,0.49625,0.29256,0.00333,0.00942152,0.00314051,0.00942152,0.00314051,0.00942152,0.00314051,0.00942152,0.00314051
65,3608.12,0.671,0.33693,0.00372,0.97212,0.92364,0.95841,0.87849,0.49043,0.29559,0.00329,0.00927051,0.00309017,0.00927051,0.00309017,0.00927051,0.00309017,0.00927051,0.00309017
66,3663.28,0.67168,0.33494,0.00372,0.96863,0.93143,0.95655,0.87719,0.49386,0.30197,0.00332,0.00911874,0.00303958,0.00911874,0.00303958,0.00911874,0.00303958,0.00911874,0.00303958
67,3718.58,0.67448,0.33175,0.00366,0.96775,0.93578,0.95761,0.87694,0.49447,0.30245,0.00332,0.00896631,0.00298877,0.00896631,0.00298877,0.00896631,0.00298877,0.00896631,0.00298877
68,3773.48,0.66636,0.32608,0.00364,0.96275,0.93522,0.96115,0.88067,0.49483,0.29322,0.00332,0.00881326,0.00293775,0.00881326,0.00293775,0.00881326,0.00293775,0.00881326,0.00293775
69,3828.65,0.66663,0.33126,0.00367,0.9634,0.92361,0.95843,0.87638,0.49402,0.29025,0.00331,0.00865967,0.00288656,0.00865967,0.00288656,0.00865967,0.00288656,0.00865967,0.00288656
70,3883.91,0.66019,0.32619,0.00358,0.9698,0.9285,0.9577,0.87539,0.49134,0.30267,0.0033,0.0085056,0.0028352,0.0085056,0.0028352,0.0085056,0.0028352,0.0085056,0.0028352
71,3939.25,0.65554,0.31831,0.00358,0.96735,0.936,0.95991,0.8788,0.48833,0.29525,0.00326,0.00835112,0.00278371,0.00835112,0.00278371,0.00835112,0.00278371,0.00835112,0.00278371
72,3993.07,0.65413,0.31576,0.00356,0.96169,0.94425,0.9623,0.8798,0.48968,0.29403,0.00328,0.00819631,0.0027321,0.00819631,0.0027321,0.00819631,0.0027321,0.00819631,0.0027321
73,4048.97,0.6483,0.31604,0.00355,0.96755,0.93412,0.96068,0.8781,0.49113,0.29217,0.00327,0.00804122,0.00268041,0.00804122,0.00268041,0.00804122,0.00268041,0.00804122,0.00268041
74,4104.43,0.64718,0.30546,0.00353,0.97202,0.93175,0.96155,0.87739,0.49446,0.28732,0.0033,0.00788593,0.00262864,0.00788593,0.00262864,0.00788593,0.00262864,0.00788593,0.00262864
75,4160.12,0.64232,0.3113,0.00353,0.96585,0.9298,0.95674,0.87668,0.49671,0.28899,0.00332,0.0077305,0.00257683,0.0077305,0.00257683,0.0077305,0.00257683,0.0077305,0.00257683
76,4215.33,0.63867,0.30504,0.00347,0.97453,0.92465,0.95541,0.87328,0.49533,0.29145,0.00331,0.007575,0.002525,0.007575,0.002525,0.007575,0.002525,0.007575,0.002525
77,4270.7,0.64134,0.30746,0.00347,0.97339,0.92309,0.95446,0.87343,0.4942,0.29657,0.0033,0.0074195,0.00247317,0.0074195,0.00247317,0.0074195,0.00247317,0.0074195,0.00247317
78,4325.91,0.63817,0.30177,0.00349,0.97195,0.92187,0.95454,0.87436,0.49516,0.2952,0.00329,0.00726407,0.00242136,0.00726407,0.00242136,0.00726407,0.00242136,0.00726407,0.00242136
79,4380.81,0.63398,0.30272,0.00345,0.97689,0.92143,0.95517,0.87406,0.49625,0.29221,0.00331,0.00710878,0.00236959,0.00710878,0.00236959,0.00710878,0.00236959,0.00710878,0.00236959
80,4435.43,0.63279,0.30037,0.00342,0.95217,0.93431,0.95911,0.87716,0.49793,0.29886,0.00331,0.00695369,0.0023179,0.00695369,0.0023179,0.00695369,0.0023179,0.00695369,0.0023179
81,4490.01,0.62943,0.29653,0.00344,0.95625,0.92736,0.95798,0.87642,0.49726,0.29557,0.00331,0.00679888,0.00226629,0.00679888,0.00226629,0.00679888,0.00226629,0.00679888,0.00226629
82,4544.53,0.62304,0.29433,0.00348,0.94246,0.94031,0.96002,0.87846,0.49872,0.29568,0.00332,0.0066444,0.0022148,0.0066444,0.0022148,0.0066444,0.0022148,0.0066444,0.0022148
83,4599.01,0.62689,0.29868,0.00339,0.96467,0.93147,0.95932,0.87805,0.49705,0.29512,0.00333,0.00649033,0.00216344,0.00649033,0.00216344,0.00649033,0.00216344,0.00649033,0.00216344
84,4653.25,0.61819,0.28914,0.00339,0.96311,0.93528,0.9572,0.87693,0.49586,0.29568,0.00332,0.00633674,0.00211225,0.00633674,0.00211225,0.00633674,0.00211225,0.00633674,0.00211225
85,4708.24,0.62624,0.29494,0.00341,0.96334,0.92893,0.95111,0.87341,0.49166,0.29672,0.0033,0.00618369,0.00206123,0.00618369,0.00206123,0.00618369,0.00206123,0.00618369,0.00206123
86,4762.53,0.61713,0.28809,0.00332,0.96105,0.93214,0.95066,0.871,0.49248,0.29385,0.00331,0.00603126,0.00201042,0.00603126,0.00201042,0.00603126,0.00201042,0.00603126,0.00201042
87,4817.66,0.60761,0.28166,0.0033,0.95474,0.93653,0.95045,0.8711,0.48963,0.29669,0.00328,0.00587949,0.00195983,0.00587949,0.00195983,0.00587949,0.00195983,0.00587949,0.00195983
88,4872.44,0.6072,0.28136,0.0033,0.95308,0.93602,0.9503,0.871,0.48872,0.29805,0.00327,0.00572848,0.00190949,0.00572848,0.00190949,0.00572848,0.00190949,0.00572848,0.00190949
89,4927.82,0.60438,0.28367,0.00325,0.97227,0.92374,0.95083,0.87012,0.48662,0.29845,0.00326,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942,0.00557827,0.00185942
90,4983.03,0.59568,0.27583,0.00328,0.97105,0.92591,0.95575,0.87535,0.48744,0.29639,0.00327,0.00542894,0.00180965,0.00542894,0.00180965,0.00542894,0.00180965,0.00542894,0.00180965
91,5037.43,0.58919,0.2732,0.00324,0.9598,0.9349,0.95533,0.87579,0.48773,0.29463,0.00327,0.00528055,0.00176018,0.00528055,0.00176018,0.00528055,0.00176018,0.00528055,0.00176018
92,5092.23,0.59157,0.27604,0.00321,0.96112,0.93236,0.95469,0.87564,0.48681,0.29651,0.00326,0.00513317,0.00171106,0.00513317,0.00171106,0.00513317,0.00171106,0.00513317,0.00171106
93,5147.85,0.59414,0.27199,0.00319,0.96601,0.93018,0.95486,0.87572,0.48804,0.29695,0.00326,0.00498685,0.00166228,0.00498685,0.00166228,0.00498685,0.00166228,0.00498685,0.00166228
94,5201.41,0.59994,0.27744,0.0032,0.96254,0.9322,0.95615,0.87837,0.48792,0.29721,0.00326,0.00484168,0.00161389,0.00484168,0.00161389,0.00484168,0.00161389,0.00484168,0.00161389
95,5255.81,0.59068,0.27623,0.00318,0.97184,0.92704,0.95614,0.87874,0.48728,0.29405,0.00326,0.0046977,0.0015659,0.0046977,0.0015659,0.0046977,0.0015659,0.0046977,0.0015659
96,5309.85,0.58871,0.27433,0.00318,0.9682,0.92741,0.9561,0.87714,0.48689,0.29326,0.00326,0.00455498,0.00151833,0.00455498,0.00151833,0.00455498,0.00151833,0.00455498,0.00151833
97,5363.37,0.58598,0.26988,0.00313,0.96599,0.93062,0.95576,0.87824,0.48718,0.29225,0.00326,0.00441359,0.0014712,0.00441359,0.0014712,0.00441359,0.0014712,0.00441359,0.0014712
98,5416.77,0.5756,0.26493,0.00309,0.96557,0.93046,0.95459,0.87589,0.48826,0.29562,0.00326,0.00427358,0.00142453,0.00427358,0.00142453,0.00427358,0.00142453,0.00427358,0.00142453
99,5470.22,0.57966,0.26996,0.00315,0.96569,0.92995,0.95582,0.87773,0.48809,0.29531,0.00326,0.00413503,0.00137834,0.00413503,0.00137834,0.00413503,0.00137834,0.00413503,0.00137834
100,5523.82,0.57193,0.26019,0.00312,0.96895,0.93001,0.9559,0.8792,0.48765,0.29607,0.00326,0.00399798,0.00133266,0.00399798,0.00133266,0.00399798,0.00133266,0.00399798,0.00133266
101,5576.9,0.57449,0.25942,0.00311,0.96706,0.93259,0.95434,0.8775,0.4869,0.29476,0.00326,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875
102,5630.2,0.57268,0.26169,0.00311,0.9652,0.93213,0.95251,0.8757,0.48747,0.29527,0.00327,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288
103,5684.23,0.57855,0.26162,0.00305,0.96006,0.93412,0.95193,0.87545,0.48832,0.29717,0.00327,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883
104,5737.43,0.56214,0.25568,0.00306,0.96685,0.93152,0.95154,0.87458,0.48801,0.29713,0.00327,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536
105,5790.49,0.56238,0.25374,0.00301,0.9663,0.93149,0.95171,0.87408,0.48799,0.2962,0.00327,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248
106,5843.27,0.55713,0.25056,0.00308,0.96488,0.93317,0.95168,0.87356,0.48747,0.29487,0.00327,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023
107,5897.06,0.56506,0.25166,0.00301,0.96654,0.93158,0.95181,0.87361,0.48814,0.29557,0.00327,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862
108,5950.18,0.55771,0.25249,0.00302,0.96644,0.93215,0.95197,0.87309,0.48872,0.29527,0.00328,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659
109,6003.63,0.55832,0.25404,0.00301,0.9672,0.93238,0.95125,0.87252,0.48954,0.29489,0.00328,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376
110,6057.13,0.5491,0.24612,0.00293,0.96678,0.93331,0.95079,0.87219,0.48952,0.29456,0.00328,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784
111,6109.53,0.54697,0.24339,0.00297,0.96803,0.93321,0.95162,0.87287,0.49015,0.29332,0.00328,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902
112,6162.41,0.54599,0.2441,0.00297,0.96743,0.93349,0.95232,0.87293,0.49124,0.29352,0.00329,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746
113,6216.05,0.55005,0.24831,0.00293,0.96686,0.93341,0.95234,0.87314,0.49112,0.29379,0.00329,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333
114,6268.46,0.53891,0.23984,0.00292,0.96776,0.93292,0.95266,0.8734,0.49176,0.29244,0.00329,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668
115,6321.19,0.54536,0.24743,0.00292,0.96797,0.93247,0.95282,0.87361,0.4925,0.29166,0.0033,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803
116,6374.03,0.54082,0.23862,0.0029,0.96874,0.93247,0.95275,0.87478,0.49257,0.28992,0.0033,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717
117,6427.35,0.54495,0.24105,0.00291,0.96952,0.9323,0.95302,0.87453,0.49298,0.29132,0.0033,0.00195431,0.000651437,0.00195431,0.000651437,0.00195431,0.000651437,0.00195431,0.000651437
118,6479.84,0.53388,0.23816,0.00288,0.96673,0.9331,0.95288,0.87455,0.49278,0.29197,0.0033,0.00185394,0.00061798,0.00185394,0.00061798,0.00185394,0.00061798,0.00185394,0.00061798
