epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,65.2354,1.29015,4.07908,0.0078,0.4851,0.51455,0.50748,0.40337,0.82948,1.72842,0.00584,0.00498175,0.00166058,0.00498175,0.00166058,0.0717701,0.0684489,0.00498175,0.00166058
2,118.576,1.1315,1.43582,0.00662,0.72916,0.71773,0.79016,0.64833,0.7157,0.81161,0.0051,0.00998067,0.00332689,0.00998067,0.00332689,0.0434357,0.0367819,0.00998067,0.00332689
3,171.154,1.08895,1.0965,0.00632,0.76202,0.79439,0.82686,0.67419,0.74035,0.72886,0.00527,0.0149752,0.00499175,0.0149752,0.00499175,0.0150969,0.0051134,0.0149752,0.00499175
4,224.043,1.07832,0.95649,0.0063,0.80396,0.74848,0.82533,0.67929,0.76044,0.83271,0.00549,0.0149853,0.00499512,0.0149853,0.00499512,0.0149853,0.00499512,0.0149853,0.00499512
5,277.036,1.04532,0.86133,0.00611,0.83606,0.81112,0.89141,0.7441,0.69331,0.59461,0.00488,0.014974,0.00499132,0.014974,0.00499132,0.014974,0.00499132,0.014974,0.00499132
6,330.867,1.04266,0.80706,0.006,0.83975,0.84575,0.89442,0.7477,0.70028,0.55077,0.005,0.0149593,0.00498644,0.0149593,0.00498644,0.0149593,0.00498644,0.0149593,0.00498644
7,384.82,1.01275,0.75757,0.00585,0.92577,0.85635,0.93854,0.78909,0.66372,0.45274,0.00475,0.0149415,0.00498048,0.0149415,0.00498048,0.0149415,0.00498048,0.0149415,0.00498048
8,439.44,0.99935,0.7181,0.00569,0.84654,0.86263,0.91229,0.75779,0.7165,0.54705,0.00508,0.0149203,0.00497345,0.0149203,0.00497345,0.0149203,0.00497345,0.0149203,0.00497345
9,493.664,0.97671,0.68317,0.00565,0.91663,0.88114,0.94137,0.7965,0.64111,0.45023,0.00459,0.014896,0.00496534,0.014896,0.00496534,0.014896,0.00496534,0.014896,0.00496534
10,546.524,0.97171,0.65688,0.00553,0.90277,0.88649,0.94613,0.81098,0.607,0.40953,0.00434,0.0148685,0.00495616,0.0148685,0.00495616,0.0148685,0.00495616,0.0148685,0.00495616
11,600.253,0.96294,0.65261,0.00553,0.92246,0.88711,0.94734,0.81166,0.6278,0.40536,0.00446,0.0148377,0.00494592,0.0148377,0.00494592,0.0148377,0.00494592,0.0148377,0.00494592
