epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
101,5455.31,0.57657,0.26253,0.00308,0.96648,0.92443,0.94734,0.86913,0.4578,0.32011,0.003,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875,0.0038625,0.0012875
102,5509.34,0.57302,0.26318,0.00311,0.95908,0.92817,0.9472,0.86946,0.45802,0.32232,0.003,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288,0.00372865,0.00124288
103,5563.55,0.57639,0.26089,0.00308,0.9626,0.92593,0.94725,0.86914,0.45812,0.32217,0.003,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883,0.00359649,0.00119883
104,5617.5,0.55898,0.2538,0.00301,0.96234,0.92707,0.94704,0.8693,0.45627,0.32557,0.00299,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536,0.00346607,0.00115536
105,5671.33,0.56306,0.25446,0.00304,0.95904,0.92933,0.94748,0.86997,0.45646,0.32637,0.00299,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248,0.00333745,0.00111248
106,5725.85,0.57166,0.25522,0.00303,0.95808,0.92949,0.94711,0.87076,0.45623,0.3269,0.00299,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023,0.00321069,0.00107023
107,5779.65,0.5597,0.24787,0.00305,0.95968,0.92906,0.94695,0.87083,0.45583,0.32828,0.00299,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862,0.00308585,0.00102862
108,5833.94,0.5667,0.25715,0.00301,0.9605,0.92686,0.94658,0.87014,0.45646,0.33036,0.00299,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659,0.00296298,0.000987659
109,5888.15,0.5567,0.25273,0.00296,0.96132,0.92685,0.94598,0.8698,0.45693,0.33103,0.003,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376,0.00284213,0.000947376
110,5941.9,0.55583,0.2521,0.00301,0.96068,0.92734,0.94575,0.8698,0.4561,0.33157,0.00299,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784,0.00272335,0.000907784
111,5995.86,0.5546,0.24988,0.00295,0.96007,0.92835,0.94584,0.86985,0.456,0.33262,0.003,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902,0.00260671,0.000868902
112,6049.73,0.54734,0.24418,0.00296,0.96003,0.92757,0.94499,0.86874,0.45528,0.33462,0.00299,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746,0.00249224,0.000830746
113,6103.52,0.54678,0.24384,0.00294,0.96449,0.92478,0.94477,0.86779,0.45584,0.33471,0.00299,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333,0.00238,0.000793333
114,6157.63,0.54042,0.24375,0.00292,0.95936,0.92684,0.94297,0.86584,0.45585,0.33358,0.00299,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668,0.00227004,0.00075668
115,6211.45,0.54323,0.242,0.00291,0.95968,0.92812,0.94317,0.86573,0.45528,0.33459,0.00299,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803,0.00216241,0.000720803
116,6265.85,0.54679,0.24422,0.00289,0.9621,0.92782,0.94305,0.86537,0.45556,0.33534,0.00299,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717,0.00205715,0.000685717
117,6319.92,0.53792,0.23869,0.00286,0.96204,0.92721,0.94301,0.86544,0.45505,0.33322,0.00299,0.00195431,0.000651437,0.00195431,0.000651437,0.00195431,0.000651437,0.00195431,0.000651437
