epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,46.1121,1.26131,5.4301,0.00754,0.47992,0.11707,0.09351,0.0708,0.88932,4.47609,0.00583,0.0049635,0.0016545,0.0049635,0.0016545,0.0718735,0.0685645,0.0049635,0.0016545
2,80.4445,1.22772,3.26212,0.00717,0.54109,0.4901,0.49476,0.39383,0.81008,2.72661,0.00529,0.00996242,0.00332081,0.00996242,0.00332081,0.0435391,0.0368974,0.00996242,0.00332081
3,151.158,1.20561,2.24413,0.00697,0.59379,0.61206,0.63333,0.49965,0.84857,1.99703,0.00571,0.014957,0.00498567,0.014957,0.00498567,0.0152003,0.00522898,0.014957,0.00498567
4,186.256,1.1833,1.73748,0.00673,0.72928,0.74042,0.77986,0.60454,0.8682,1.36306,0.00557,0.0149853,0.00499512,0.0149853,0.00499512,0.0149853,0.00499512,0.0149853,0.00499512
5,221.441,1.15472,1.38042,0.00667,0.75004,0.78818,0.82786,0.67028,0.74662,0.99568,0.00498,0.014974,0.00499132,0.014974,0.00499132,0.014974,0.00499132,0.014974,0.00499132
6,256.361,1.11712,1.16505,0.00658,0.81516,0.80396,0.86775,0.70937,0.72714,0.78798,0.00491,0.0149593,0.00498644,0.0149593,0.00498644,0.0149593,0.00498644,0.0149593,0.00498644
7,291.045,1.09893,1.03301,0.00634,0.83768,0.78516,0.8622,0.70283,0.74415,0.7466,0.00494,0.0149415,0.00498048,0.0149415,0.00498048,0.0149415,0.00498048,0.0149415,0.00498048
8,326.41,1.10368,0.98474,0.00625,0.85649,0.84689,0.89561,0.74187,0.69201,0.67443,0.0047,0.0149203,0.00497345,0.0149203,0.00497345,0.0149203,0.00497345,0.0149203,0.00497345
9,361.918,1.07811,0.91395,0.00618,0.84954,0.854,0.88956,0.74398,0.67324,0.57041,0.00443,0.014896,0.00496534,0.014896,0.00496534,0.014896,0.00496534,0.014896,0.00496534
10,397.734,1.06205,0.85062,0.0061,0.88384,0.87896,0.91915,0.76338,0.70116,0.49561,0.00464,0.0148685,0.00495616,0.0148685,0.00495616,0.0148685,0.00495616,0.0148685,0.00495616
